feature_name,feature_group,available,source_table,missing_count,missing_percentage,role,leakage_risk,recommended_action
pl_orbper,orbital_base,False,,0,,geometry,low,"missing from current inputs; do not fail pipeline, report absence"
pl_orbsmax,orbital_base,False,,0,,geometry,low,"missing from current inputs; do not fail pipeline, report absence"
pl_orbper,orbital_extended,False,,0,,geometry,low,"missing from current inputs; do not fail pipeline, report absence"
pl_orbsmax,orbital_extended,False,,0,,geometry,low,"missing from current inputs; do not fail pipeline, report absence"
pl_orbeccen,orbital_extended,False,,0,,geometry,low,"missing from current inputs; do not fail pipeline, report absence"
candidate_pl_orbper,candidate_orbital,False,,0,,prediction,low,"missing from current inputs; do not fail pipeline, report absence"
candidate_pl_orbsmax,candidate_orbital,False,,0,,prediction,low,"missing from current inputs; do not fail pipeline, report absence"
pl_rade,physical_base,False,,0,,prediction,high,"missing from current inputs; do not fail pipeline, report absence"
pl_bmasse,physical_base,False,,0,,prediction,high,"missing from current inputs; do not fail pipeline, report absence"
pl_rade,physical_density,False,,0,,prediction,high,"missing from current inputs; do not fail pipeline, report absence"
pl_bmasse,physical_density,False,,0,,prediction,high,"missing from current inputs; do not fail pipeline, report absence"
pl_dens,physical_density,False,,0,,prediction,high,"missing from current inputs; do not fail pipeline, report absence"
pl_insol,thermal,False,,0,,prediction,medium,"missing from current inputs; do not fail pipeline, report absence"
pl_eqt,thermal,False,,0,,prediction,medium,"missing from current inputs; do not fail pipeline, report absence"
st_mass,stellar_base,False,,0,,prediction,low,"missing from current inputs; do not fail pipeline, report absence"
st_rad,stellar_base,False,,0,,prediction,low,"missing from current inputs; do not fail pipeline, report absence"
st_teff,stellar_base,False,,0,,prediction,low,"missing from current inputs; do not fail pipeline, report absence"
st_lum,stellar_base,False,,0,,prediction,low,"missing from current inputs; do not fail pipeline, report absence"
st_met,stellar_base,False,,0,,prediction,low,"missing from current inputs; do not fail pipeline, report absence"
st_logg,stellar_base,False,,0,,prediction,low,"missing from current inputs; do not fail pipeline, report absence"
st_age,stellar_base,False,,0,,prediction,low,"missing from current inputs; do not fail pipeline, report absence"
